time,y_test,y_pred,all
2020-11-03 15:00:00,03012KT 340V070 9999 FEW040 11/04 Q1033 NOSIG,02011kt 350v060 9999 few035 12 04 q1034 nosig,01015kt 9999 WM FEW040 M 11 05 q1033 02011kt 350v060 9999 few035 12 04 q1034 nosig all rwy nosig
2020-08-08 20:00:00,33005KT 290V010 9999 FEW030 21/16 Q1019 NOSIG,35009kt 320v050 9999 few030 23 17 q1019 nosig,36009kt 9999 WM FEW030 M 22 17 q1019 35009kt 320v050 9999 few030 23 17 q1019 nosig bkn015 bkn024 ovc042
2019-11-15 14:00:00,01009G21KT 320V050 9999 FEW008 BKN019 FEW025TCU 06/05 Q1010 TEMPO 3000 SHRA SCT025TCU,01011kt 9999 few010 sct035 05 03 q1009 nosig,35019kt 9999 WM FEW015 SCT 06 04 q1010 01011kt 9999 few010 sct035 05 03 q1009 nosig bkn020 06 3000
2018-08-24 04:00:00,03009KT 010V070 5000 2000SE BCFG SCT001 15/15 Q1022 TEMPO 3000 BR BKN003,04006kt 350v070 9999 bkn004 16 15 q1023 tempo 3000 dz bkn005,04009kt 9999 WM BKN005 M 16 15 q1022 04006kt 350v070 9999 bkn004 16 15 q1023 tempo 3000 dz bkn005
2021-11-28 22:00:00,27004KT 200V320 8000 -DZ SCT005 BKN011 OVC018 09/08 Q1021 TEMPO 3000 BCFG,29005kt 260v320 5000 dz sct010 ovc014 08 08 q1021 tempo 3000,30011kt 9999 DZ SCT005 BKN 08 08 q1022 29005kt 260v320 5000 dz sct010 ovc014 08 08 q1021 tempo 3000
2022-11-05 23:00:00,20008KT 170V250 9999 BKN015 12/10 Q1019 TEMPO 3000 RA BKN010,22007kt 180v280 9999 bkn018 ovc026 13 11 q1019 nosig,21015kt 9999 WM BKN020 M 12 11 q1019 22007kt 180v280 9999 bkn018 ovc026 13 11 q1019 nosig all rwy
2021-05-12 06:00:00,29012G23KT 250V330 9999 -RA SCT008 BKN014 BKN024 10/09 Q1013 TEMPO RA,25006kt 200v320 9999 sct005 bkn010 ovc018 11 10 q1012 tempo 3000,25015kt 9999 RA SCT010 BKN 11 09 q1013 25006kt 200v320 9999 sct005 bkn010 ovc018 11 10 q1012 tempo 3000
2022-05-05 14:00:00,01007KT 310V100 CAVOK 20/11 Q1024 NOSIG,03005kt 320v100 cavok 22 10 q1023 nosig,03009kt 9999 WM MNClD M 21 09 q1023 03005kt 320v100 cavok 22 10 q1023 nosig q1023 nosig bkn015 bkn032
2021-09-16 04:00:00,VRB04KT 9999 VCFG FEW006 OVC012 15/14 Q1021 NOSIG,02007kt 340v050 6000 3000n bcfg sct003 sct010 14 13 q1020 tempo,03009kt 9999 FG SCT005 M 14 13 q1020 02007kt 340v050 6000 3000n bcfg sct003 sct010 14 13 q1020 tempo
2019-03-16 08:00:00,00000KT 9999 4000S BCFG FEW001 02/00 Q1021 NOSIG,16004kt 9999 bcfg nsc 08 03 q1021 nosig,24001kt 9999 FG NSCNClD M 07 03 q1021 16004kt 9999 bcfg nsc 08 03 q1021 nosig q1021 tempo 3000
2020-05-30 15:00:00,25007KT 200V290 9999 FEW025 29/15 Q1011 NOSIG,22003kt 180v300 9999 few030 28 16 q1011 nosig,24007kt 9999 WM FEW030 M 29 15 q1011 22003kt 180v300 9999 few030 28 16 q1011 nosig sct033 15 13
2021-03-01 14:00:00,24009KT 190V290 9999 -RA SCT008 BKN014 BKN025 10/09 Q1015 TEMPO BKN010,22007kt 190v270 9999 ra few008 bkn018 13 10 q1015 tempo 3000,21011kt 9999 RA SCT010 BKN 12 09 q1015 22007kt 190v270 9999 ra few008 bkn018 13 10 q1015 tempo 3000
2018-06-11 16:00:00,28004KT 230V310 5000 BR BKN003 BKN008 OVC015 15/15 Q1017 TEMPO 3000 BCFG,36003kt 310v050 7000 bkn006 ovc010 17 16 q1017 nosig,33011kt 9999 BR BKN005 BKN 16 14 q1017 36003kt 310v050 7000 bkn006 ovc010 17 16 q1017 nosig q1017 tempo
2018-09-24 06:00:00,06007KT 020V120 9999 BKN014 16/14 Q1027 NOSIG,05010kt 010v100 9999 bkn012 16 13 q1027 nosig,04009kt 9999 WM BKN015 M 15 13 q1027 05010kt 010v100 9999 bkn012 16 13 q1027 nosig sct005 bkn020 few030tcu
2019-03-31 22:00:00,09003KT 030V140 CAVOK 13/05 Q1012 NOSIG,04004kt 320v110 9999 few040 11 09 q1013 nosig,03007kt 9999 WM M040 M 12 07 q1013 04004kt 320v110 9999 few040 11 09 q1013 nosig all rwy nosig
2019-11-07 10:00:00,32011G23KT 270V350 9999 -SHRA SCT016 FEW024TCU BKN035 06/05 Q1015 NOSIG,29007kt 240v340 9999 few018 few025tcu sct030 07 06 q1014 tempo shra,27013kt 9999 WM FEW020 FEW 07 06 q1014 29007kt 240v340 9999 few018 few025tcu sct030 07 06 q1014 tempo shra
2019-11-07 06:00:00,27003KT 210V330 9999 FEW021 SCT030 BKN043 07/06 Q1014 TEMPO SHRA SCT025TCU,25003kt 220v290 9999 few020 sct035 07 05 q1013 tempo shra sct020tcu,26009kt 9999 WM FEW025 SCT 06 05 q1014 25003kt 220v290 9999 few020 sct035 07 05 q1013 tempo shra sct020tcu
2020-03-14 22:00:00,VRB01KT 7000 SCT004 07/07 Q1019 NOSIG,vrb01kt 0800 r17 0900d r35 0250n fg vv001 08 08 q1019,01005kt 9999 BR OVC005 M 08 06 q1019 vrb01kt 0800 r17 0900d r35 0250n fg vv001 08 08 q1019
2019-04-20 15:00:00,05015G25KT 010V100 CAVOK 23/06 Q1019 NOSIG,11005kt 070v170 cavok 22 16 q1018 nosig,04019kt 9999 WM MNClD M 22 07 q1019 11005kt 070v170 cavok 22 16 q1018 nosig q1017 nosig sct004 bkn021
2020-07-19 15:00:00,35010KT 310V050 9999 FEW036 26/19 Q1016 NOSIG,36010kt 310v050 9999 few020 27 19 q1016 nosig,35013kt 9999 WM FEW040 M 25 18 q1016 36010kt 310v050 9999 few020 27 19 q1016 nosig tsra 270v010 8000
2018-12-09 02:00:00,VRB01KT 2200 BCFG FEW002 OVC006 10/10 Q1032 NOSIG,13005kt 100v210 3000 1000s bcfg few001 ovc036 11 11 q1031 tempo,20003kt 3000 FG FEW005 OVC 11 10 q1031 13005kt 100v210 3000 1000s bcfg few001 ovc036 11 11 q1031 tempo
2019-06-29 04:00:00,00000KT 0300 R17/0350N R35/0650D FG VV001 13/13 Q1017 NOSIG,vrb01kt 0400 r17 0650d r35 0500n fg vv001 13 13 q1017,03003kt 800 FG VV005 M 13 13 q1016 vrb01kt 0400 r17 0650d r35 0500n fg vv001 13 13 q1017
2022-11-09 08:00:00,19006KT 9999 FEW006 BKN010 BKN030 12/11 Q1017 TEMPO RA,18003kt 120v210 9999 few006 bkn008 11 10 q1015 tempo 3000 br,19005kt 9999 FG FEW010 BKN 11 11 q1016 18003kt 120v210 9999 few006 bkn008 11 10 q1015 tempo 3000 br
2021-11-05 06:00:00,VRB01KT 9999 BCFG FEW045 04/03 Q1027 TEMPO 3000 BR,vrb01kt 9999 few045 05 04 q1027 nosig,02003kt 9999 FG FEW050 M 04 04 q1027 vrb01kt 9999 few045 05 04 q1027 nosig all rwy tempo 3000
2022-09-30 11:00:00,VRB02KT 9999 VCFG FEW006 SCT040 14/11 Q1021 NOSIG,14003kt 110v200 9999 few007 sct020 14 12 q1021 nosig,28001kt 9999 WM FEW010 SCT 14 10 q1021 14003kt 110v200 9999 few007 sct020 14 12 q1021 nosig bkn020 sct030tcu
2019-07-07 19:00:00,34008KT 310V010 9999 BKN012 18/16 Q1016 NOSIG,36006kt 9999 few015 17 16 q1015 nosig,00011kt 9999 WM FEW015 M 19 16 q1015 36006kt 9999 few015 17 16 q1015 nosig few010 17 17 q1015
2020-09-19 06:00:00,VRB01KT 9999 VCFG FEW009 15/14 Q1012 NOSIG,13005kt 9999 1500w bcfg few004 15 15 q1011 nosig,15003kt 9999 FG FEW005 M 15 14 q1011 13005kt 9999 1500w bcfg few004 15 15 q1011 nosig ra sct025tcu
2019-02-08 10:00:00,21009KT 170V280 9999 FEW010 BKN029 08/06 Q1021 NOSIG,24006kt 190v290 9999 bkn012 08 05 q1022 nosig,21013kt 9999 WM BKN015 BKN 07 06 q1021 24006kt 190v290 9999 bkn012 08 05 q1022 nosig bkn020 11 4000
2022-01-18 10:00:00,VRB02KT CAVOK 08/03 Q1031 NOSIG,vrb01kt cavok 07 05 q1031 nosig,09003kt 9999 WM MNClD M 08 04 q1031 vrb01kt cavok 07 05 q1031 nosig sct020 bkn032 04 04 q1031
2019-01-28 08:00:00,29005KT 260V330 7000 2500E -RA FEW003 BKN009 BKN018 09/09 Q1022 TEMPO 3000 DZ,30005kt 250v340 9999 ra sct016 bkn028 09 08 q1021 tempo 3000,28011kt 9999 RA SCT005 BKN 09 08 q1022 30005kt 250v340 9999 ra sct016 bkn028 09 08 q1021 tempo 3000
2020-12-26 05:00:00,VRB02KT CAVOK 02/M01 Q1032 NOSIG,09004kt 030v140 cavok 02 m01 q1033 nosig,07005kt 9999 WM MNClD M 01 -1 q1032 09004kt 030v140 cavok 02 m01 q1033 nosig ra bcfg few005 sct025
2021-12-11 13:00:00,29003KT 230V340 9999 FEW003 BKN025 13/10 Q1027 NOSIG,vrb02kt 9999 dz few007 bkn012 12 11 q1028 nosig,25007kt 9999 DZ FEW010 BKN 12 11 q1028 vrb02kt 9999 dz few007 bkn012 12 11 q1028 nosig vcfg nosig
2020-03-14 05:00:00,10004KT 060V130 9999 BKN017 05/04 Q1023 NOSIG,03006kt 9999 sct020 04 02 q1023 nosig,03005kt 9999 WM BKN020 M 04 03 q1023 03006kt 9999 sct020 04 02 q1023 nosig few040 12 05 q1024
2022-04-23 03:00:00,26003KT 230V310 8000 2500N SCT001 BKN040 06/06 Q0997 TEMPO 0800 BCFG,vrb01kt 9999 sct003 bkn009 bkn037 06 06 q0996 rera nosig,27007kt 9999 WM SCT005 BKN 06 06 q0997 vrb01kt 9999 sct003 bkn009 bkn037 06 06 q0996 rera nosig ra
2021-08-26 20:00:00,VRB02KT 9999 FEW010 21/18 Q1016 NOSIG,vrb02kt 9999 few010 22 18 q1015 nosig,27003kt 9999 WM FEW015 M 22 17 q1015 vrb02kt 9999 few010 22 18 q1015 nosig few010 17 17 q1015
2021-02-10 22:00:00,14006KT 110V170 1500 -RA BCFG BKN002 BKN008 08/07 Q1013 TEMPO 0800 BCFG BKN001,20010kt 170v240 9999 ra bkn008 bkn018 09 09 q1014 ws all,20009kt 9999 RA BKN010 BKN 09 06 q1014 20010kt 170v240 9999 ra bkn008 bkn018 09 09 q1014 ws all
2021-10-21 19:00:00,01005KT 9999 FEW020 11/09 Q1023 NOSIG,vrb02kt 9999 few030 12 09 q1023 nosig,32007kt 9999 WM FEW030 M 11 09 q1023 vrb02kt 9999 few030 12 09 q1023 nosig few005 ovc017 11 11
2019-11-07 13:00:00,31007KT 270V350 9999 SCT022 FEW026TCU SCT040 08/06 Q1014 TEMPO SHRA,3500e 170v240 9999 sct020 few030tcu 08 05 q1014 tempo shra sct030tcu,31015kt 9999 WM SCT025 FEW 08 05 q1014 3500e 170v240 9999 sct020 few030tcu 08 05 q1014 tempo shra sct030tcu
2018-10-15 04:00:00,15010KT 130V190 2700 RA SCT004 BKN012 OVC020 11/11 Q1002 TEMPO 1400 RA BKN005,21020g34kt 190v280 3000 ra bkn006 bkn010 13 13 q1002 tempo 1500,19019kt 3000 RA SCT010 BKN 13 12 q1002 21020g34kt 190v280 3000 ra bkn006 bkn010 13 13 q1002 tempo 1500
2018-10-30 06:00:00,29005KT 250V330 9999 -RA SCT026 BKN040 BKN048 08/07 Q0996 TEMPO 3000 RA BKN010,vrb02kt 7000 3000n radz sct002 bkn005 bkn011 08 08 q0995 tempo,28005kt 9999 RA SCT005 SCT 07 07 q0996 vrb02kt 7000 3000n radz sct002 bkn005 bkn011 08 08 q0995 tempo
2019-04-03 11:00:00,03011KT 340V050 9999 VCSH FEW018 FEW022TCU SCT030 08/04 Q1013 TEMPO SHRA,32009kt 9999 sct018 few024tcu sct040 13 03 q1013 tempo shra sct020tcu,32019kt 9999 WM SCT020 FEW 09 03 q1013 32009kt 9999 sct018 few024tcu sct040 13 03 q1013 tempo shra sct020tcu
2022-06-25 20:00:00,28005KT 230V320 9999 FEW016 SCT028 13/09 Q1016 NOSIG,vrb02kt 9999 few020 bkn039 12 09 q1017 nosig,26009kt 9999 WM FEW025 SCT 12 08 q1017 vrb02kt 9999 few020 bkn039 12 09 q1017 nosig sct033 few035tcu 19
2018-01-10 23:00:00,28007KT 240V330 9999 FEW020 SCT030TCU 06/05 Q1020 TEMPO 3000 SHRA SCT020TCU,29007kt 250v320 9999 few023tcu sct035 07 03 q1020 nosig,28017kt 9999 WM FEW025 SCT 06 04 q1020 29007kt 250v320 9999 few023tcu sct035 07 03 q1020 nosig few030tcu bkn035
2020-08-15 01:00:00,VRB02KT 9999 FEW002 SCT048 14/13 Q1017 NOSIG,00000kt 9999 few012 bkn018 14 14 q1017 nosig,14001kt 9999 WM FEW015 BKN 14 13 q1017 00000kt 9999 few012 bkn018 14 14 q1017 nosig sct033 18 15
2019-12-25 17:00:00,23004KT 180V280 CAVOK 15/08 Q1019 NOSIG,20014kt 160v240 cavok 14 07 q1019 nosig,20019kt 9999 WM MNClD M 13 08 q1019 20014kt 160v240 cavok 14 07 q1019 nosig bkn030 17 09 q1019
2019-01-20 12:00:00,35007KT 320V030 9999 FEW009 SCT014 BKN022 09/08 Q1021 TEMPO 3000 RA BKN010,35009kt 320v030 9999 few012 sct022 08 07 q1021 nosig,35017kt 9999 WM FEW015 SCT 08 07 q1021 35009kt 320v030 9999 few012 sct022 08 07 q1021 nosig few030tcu 17
2019-04-11 17:00:00,02007KT 340V050 9999 FEW038 BKN045 13/07 Q1021 NOSIG,03010kt 350v070 9999 few038 14 07 q1022 nosig,02011kt 9999 WM FEW040 M 14 06 q1021 03010kt 350v070 9999 few038 14 07 q1022 nosig few025tcu sct035 10
2019-06-19 10:00:00,21006KT 160V240 5000 -RA SCT004 BKN012 BKN018 15/14 Q1015 TEMPO 2000 -RADZ BKN003,23008kt 190v280 7000 ra few003 ovc005 15 14 q1015 nosig,22013kt 9999 RA SCT005 OVC 15 14 q1015 23008kt 190v280 7000 ra few003 ovc005 15 14 q1015 nosig all
2021-12-16 11:00:00,VRB01KT CAVOK 07/04 Q1025 NOSIG,12002kt cavok 10 m01 q1027 nosig,09007kt 9999 WM MNClD M 10 05 q1026 12002kt cavok 10 m01 q1027 nosig all rwy tempo 3000 br
2020-06-10 16:00:00,34008KT 300V030 9999 FEW035 19/11 Q1017 NOSIG,35007kt 9999 few032 19 11 q1017 nosig,35013kt 9999 WM FEW035 M 17 12 q1017 35007kt 9999 few032 19 11 q1017 nosig all 17 17 q1016
2018-08-17 18:00:00,06011KT 010V120 9999 FEW032 19/12 Q1022 NOSIG,05011kt 010v090 9999 few032 21 13 q1022 nosig,03015kt 9999 WM FEW035 M 20 12 q1022 05011kt 010v090 9999 few032 21 13 q1022 nosig bkn030 bkn036 17
2022-03-06 08:00:00,04009KT 360V070 9999 SCT045 04/01 Q1020 NOSIG,04006kt 010v080 9999 sct040 02 m01 q1019 nosig,03011kt 9999 WM SCT040 M 03 00 q1019 04006kt 010v080 9999 sct040 02 m01 q1019 nosig all rwy nosig
2022-05-21 10:00:00,VRB02KT 9999 FEW012 22/16 Q1015 NOSIG,vrb02kt 9999 few014 23 15 q1015 nosig,11007kt 9999 WM FEW015 M 23 16 q1015 vrb02kt 9999 few014 23 15 q1015 nosig few010 17 15 q1015
2021-03-17 10:00:00,10004KT 030V150 CAVOK 13/06 Q1029 NOSIG,09004kt 010v140 cavok 14 07 q1029 nosig,05009kt 9999 WM MNClD M 13 07 q1029 09004kt 010v140 cavok 14 07 q1029 nosig sct015 08 06 q0998
2018-02-24 03:00:00,11005KT CAVOK 02/M00 Q1005 NOSIG,10005kt 050v140 cavok 02 m01 q1005 nosig,09007kt 9999 WM MNClD M 01 -1 q1005 10005kt 050v140 cavok 02 m01 q1005 nosig bkn033 07 m01 q1029
2018-06-23 12:00:00,10007KT 030V140 CAVOK 28/20 Q1017 NOSIG,10006kt 060v150 cavok 28 19 q1016 nosig,08009kt 9999 WM MNClD M 29 19 q1017 10006kt 060v150 cavok 28 19 q1016 nosig q1017 nosig all rwy
2018-06-21 14:00:00,05010KT 350V080 9999 FEW025 FEW030TCU 27/20 Q1020 NOSIG,vrb05kt 9999 few030 26 20 q1020 nosig,06011kt 9999 WM FEW030 FEW 26 18 q1020 vrb05kt 9999 few030 26 20 q1020 nosig q1020 nosig sct015 bkn026
2022-10-24 06:00:00,20006KT 160V240 7000 -RA BKN005 OVC011 13/13 Q1014 NOSIG,22010kt 170v280 9999 ra bkn004 ovc007 13 13 q1013 nosig,20007kt 9999 RA BKN005 OVC 13 12 q1014 22010kt 170v280 9999 ra bkn004 ovc007 13 13 q1013 nosig q1008
2020-08-14 12:00:00,VRB03KT 9999 FEW030 SCT049 21/12 Q1018 NOSIG,vrb02kt 9999 few020 sct040 20 13 q1018 nosig,26005kt 9999 WM FEW030 SCT 20 13 q1018 vrb02kt 9999 few020 sct040 20 13 q1018 nosig 36003kt 290v060 15
2019-06-12 09:00:00,33005KT 290V010 9999 SCT018 BKN045 11/08 Q1017 NOSIG,00000kt 9999 few018 sct024 13 10 q1018 nosig,27003kt 9999 WM SCT020 SCT 12 08 q1018 00000kt 9999 few018 sct024 13 10 q1018 nosig few020 sct035tcu bkn035
2022-06-19 02:00:00,24003KT 210V270 8000 SCT002 BKN004 14/14 Q1011 NOSIG,14003kt 110v170 4000 bcfg sct001 sct004 bkn006 13 13 q1012 nosig,22005kt 5000 FG SCT005 BKN 13 13 q1012 14003kt 110v170 4000 bcfg sct001 sct004 bkn006 13 13 q1012 nosig
2022-09-20 16:00:00,36005KT 320V050 9999 FEW045 27/16 Q1018 NOSIG,35005kt 290v050 cavok 28 17 q1017 nosig,36009kt 9999 WM FEWNClD M 27 15 q1017 35005kt 290v050 cavok 28 17 q1017 nosig few030tcu bkn037 29 bkn013
2019-02-05 13:00:00,24006KT 160V280 9999 SCT016 BKN030 12/09 Q1029 BECMG BKN010,20004kt 150v290 9999 sct010 bkn021 12 11 q1029 nosig,22013kt 9999 WM SCT015 BKN 12 09 q1029 20004kt 150v290 9999 sct010 bkn021 12 11 q1029 nosig bkn020 sct040tcu
2018-06-04 15:00:00,23007KT 200V270 9999 SCT007 SCT011 BKN016 13/12 Q1013 NOSIG,26006kt 210v310 9999 sct008 sct014 13 11 q1013 nosig,23013kt 9999 WM SCT010 SCT 13 11 q1013 26006kt 210v310 9999 sct008 sct014 13 11 q1013 nosig all rwy
2022-01-04 04:00:00,20010KT 170V240 4000 RA FEW007 OVC012 12/11 Q1008 TEMPO 1500 RA,24009kt 180v300 9999 ra few008 bkn016 11 10 q1009 tempo 3000,22015kt 5000 RA FEW010 BKN 11 11 q1008 24009kt 180v300 9999 ra few008 bkn016 11 10 q1009 tempo 3000
2020-05-16 22:00:00,06005KT 010V110 CAVOK 12/08 Q1023 NOSIG,06005kt 010v120 cavok 11 07 q1023 nosig,04009kt 9999 WM MNClD M 11 06 q1023 06005kt 010v120 cavok 11 07 q1023 nosig q1023 nosig sct030 sct030
2018-02-05 15:00:00,04011KT 350V080 9999 FEW012 SCT032 05/M01 Q1015 NOSIG,04013kt 010v070 9999 few010 sct032 04 m03 q1016 nosig,02023kt 9999 WM FEW015 SCT 05 -1 q1016 04013kt 010v070 9999 few010 sct032 04 m03 q1016 nosig all rwy
2022-08-04 19:00:00,36012KT 9999 SCT014 SCT026 20/17 Q1017 NOSIG,02008kt 330v080 9999 4000n bcfg few010 16 14 q1017 nosig,01013kt 9999 WM SCT015 M 20 16 q1017 02008kt 330v080 9999 4000n bcfg few010 16 14 q1017 nosig sct015
2022-03-14 09:00:00,VRB02KT CAVOK 05/04 Q1014 NOSIG,11006kt 080v140 cavok 09 04 q1013 nosig,06009kt 9999 WM MNClD M 08 04 q1013 11006kt 080v140 cavok 09 04 q1013 nosig sct030 sct044 14 10
2022-11-20 10:00:00,34005KT 310V030 9999 4000S BCFG FEW003 13/11 Q1024 TEMPO 3000 BR BKN005,vrb02kt 9999 bcfg few005 bkn006 bkn025 13 13 q1024 tempo 3000,23003kt 9999 FG FEW005 BKN 13 12 q1024 vrb02kt 9999 bcfg few005 bkn006 bkn025 13 13 q1024 tempo 3000
2021-08-15 04:00:00,04006KT 010V070 9999 BKN007 16/14 Q1022 NOSIG,07003kt 020v110 9999 bkn009 15 13 q1022 nosig,04007kt 9999 FG BKN010 M 14 13 q1022 07003kt 020v110 9999 bkn009 15 13 q1022 nosig sct010 bkn013 sct030tcu
2018-02-16 01:00:00,21005KT 180V240 2000 -DZ BCFG OVC002 12/12 Q1023 TEMPO 6000,21007kt 170v250 3000 dz bkn002 bkn006 10 10 q1023 tempo 0800,19009kt 3000 DZ BKN005 M 11 11 q1023 21007kt 170v250 3000 dz bkn002 bkn006 10 10 q1023 tempo 0800
2021-08-04 02:00:00,27003KT 210V300 3000 1200N BCFG VV002 17/17 Q1018 TEMPO 0800 BCFG,22005kt 190v250 2000 r35 1400d bcfg vv001 17 17 q1017 nosig,23007kt 3000 FG VV005 M 17 16 q1018 22005kt 190v250 2000 r35 1400d bcfg vv001 17 17 q1017 nosig
2020-09-18 04:00:00,12004KT 100V170 4500 1000E -SHRA TS VCFG FEW001 FEW032CB 15/15 Q1009 NOSIG,vrb01kt 9999 tsra sct038 26 14 q1011 q1009 few007 bkn012 sct018tcu,15003kt 5000 RA FEW040 SCT 15 14 q1009 vrb01kt 9999 tsra sct038 26 14 q1011 q1009 few007 bkn012 sct018tcu
2020-05-22 23:00:00,36004KT 9999 FEW018 BKN028 12/11 Q1029 TEMPO BKN012,36003kt 300v060 9999 few012 13 10 q1029 nosig,00007kt 9999 WM FEWNClD M 12 11 q1029 36003kt 300v060 9999 few012 13 10 q1029 nosig bkn010 bkn014 sct030tcu
2021-02-26 03:00:00,10003KT 040V140 9999 SCT015 09/07 Q1029 NOSIG,06003kt 020v120 9999 sct012 07 07 q1029 nosig,03005kt 9999 WM SCT015 M 07 06 q1029 06003kt 020v120 9999 sct012 07 07 q1029 nosig few009 08 9999
